"",".model_id",".model_desc",".key",".index",".value",".conf_lo",".conf_hi","Date","NCO_trans_clean_drop","holiday_name_event","Year","Month","DIM","Customer_Count"
"366",NA,"ACTUAL","actual",2023-01-02,94,NA,NA,2023-01-02,4.55387689160054,"0",2023,"Jan",31,773
"367",NA,"ACTUAL","actual",2023-01-03,84,NA,NA,2023-01-03,4.44265125649032,"0",2023,"Jan",31,773
"368",NA,"ACTUAL","actual",2023-01-04,80,NA,NA,2023-01-04,4.39444915467244,"0",2023,"Jan",31,773
"369",NA,"ACTUAL","actual",2023-01-05,80,NA,NA,2023-01-05,4.39444915467244,"0",2023,"Jan",31,773
"370",NA,"ACTUAL","actual",2023-01-06,71,NA,NA,2023-01-06,4.27666611901606,"0",2023,"Jan",31,773
"371",NA,"ACTUAL","actual",2023-01-07,37,NA,NA,2023-01-07,3.63758615972639,"0",2023,"Jan",31,773
"372",NA,"ACTUAL","actual",2023-01-08,17,NA,NA,2023-01-08,2.89037175789616,"0",2023,"Jan",31,773
"373",NA,"ACTUAL","actual",2023-01-09,78,NA,NA,2023-01-09,4.36944785246702,"0",2023,"Jan",31,773
"374",NA,"ACTUAL","actual",2023-01-10,86,NA,NA,2023-01-10,4.46590811865458,"0",2023,"Jan",31,773
"375",NA,"ACTUAL","actual",2023-01-11,98,NA,NA,2023-01-11,4.59511985013459,"0",2023,"Jan",31,773
"376",NA,"ACTUAL","actual",2023-01-12,86,NA,NA,2023-01-12,4.46590811865458,"0",2023,"Jan",31,773
"377",NA,"ACTUAL","actual",2023-01-13,61,NA,NA,2023-01-13,4.12713438504509,"0",2023,"Jan",31,773
"378",NA,"ACTUAL","actual",2023-01-14,29,NA,NA,2023-01-14,3.40119738166216,"0",2023,"Jan",31,773
"379",NA,"ACTUAL","actual",2023-01-15,28,NA,NA,2023-01-15,3.36729582998647,"0",2023,"Jan",31,773
"380",NA,"ACTUAL","actual",2023-01-16,73,NA,NA,2023-01-16,4.30406509320417,"US_MLKingsBirthday",2023,"Jan",31,773
"381",NA,"ACTUAL","actual",2023-01-17,90,NA,NA,2023-01-17,4.51085950651685,"0",2023,"Jan",31,773
"382",NA,"ACTUAL","actual",2023-01-18,73,NA,NA,2023-01-18,4.30406509320417,"0",2023,"Jan",31,773
"383",NA,"ACTUAL","actual",2023-01-19,99,NA,NA,2023-01-19,4.60517018598809,"0",2023,"Jan",31,773
"384",NA,"ACTUAL","actual",2023-01-20,88,NA,NA,2023-01-20,4.48863636973214,"0",2023,"Jan",31,773
"385",NA,"ACTUAL","actual",2023-01-21,29,NA,NA,2023-01-21,3.40119738166216,"0",2023,"Jan",31,773
"386",NA,"ACTUAL","actual",2023-01-22,33,NA,NA,2023-01-22,3.52636052461616,"0",2023,"Jan",31,773
"387",NA,"ACTUAL","actual",2023-01-23,123,NA,NA,2023-01-23,4.82028156560504,"0",2023,"Jan",31,773
"388",NA,"ACTUAL","actual",2023-01-24,92,NA,NA,2023-01-24,4.53259949315326,"0",2023,"Jan",31,773
"389",NA,"ACTUAL","actual",2023-01-25,86,NA,NA,2023-01-25,4.46590811865458,"0",2023,"Jan",31,773
"390",NA,"ACTUAL","actual",2023-01-26,86,NA,NA,2023-01-26,4.46590811865458,"0",2023,"Jan",31,773
"391",NA,"ACTUAL","actual",2023-01-27,94,NA,NA,2023-01-27,4.55387689160054,"0",2023,"Jan",31,773
"392",NA,"ACTUAL","actual",2023-01-28,52,NA,NA,2023-01-28,3.97029191355212,"0",2023,"Jan",31,773
"393",NA,"ACTUAL","actual",2023-01-29,39,NA,NA,2023-01-29,3.68887945411394,"0",2023,"Jan",31,773
"394",NA,"ACTUAL","actual",2023-01-30,117,NA,NA,2023-01-30,4.77068462446567,"0",2023,"Jan",31,773
"395",NA,"ACTUAL","actual",2023-01-31,92,NA,NA,2023-01-31,4.53259949315326,"0",2023,"Jan",31,773
"396",NA,"ACTUAL","actual",2023-02-01,64,NA,NA,2023-02-01,4.17438726989564,"0",2023,"Feb",28,860
"397",NA,"ACTUAL","actual",2023-02-02,73,NA,NA,2023-02-02,4.30406509320417,"0",2023,"Feb",28,860
"398",NA,"ACTUAL","actual",2023-02-03,79,NA,NA,2023-02-03,4.38202663467388,"0",2023,"Feb",28,860
"399",NA,"ACTUAL","actual",2023-02-04,54,NA,NA,2023-02-04,4.00733318523247,"0",2023,"Feb",28,860
"400",NA,"ACTUAL","actual",2023-02-05,33,NA,NA,2023-02-05,3.52636052461616,"0",2023,"Feb",28,860
"401",NA,"ACTUAL","actual",2023-02-06,109,NA,NA,2023-02-06,4.70048036579242,"0",2023,"Feb",28,860
"402",NA,"ACTUAL","actual",2023-02-07,97,NA,NA,2023-02-07,4.58496747867057,"0",2023,"Feb",28,860
"403",NA,"ACTUAL","actual",2023-02-08,72,NA,NA,2023-02-08,4.29045944114839,"0",2023,"Feb",28,860
"404",NA,"ACTUAL","actual",2023-02-09,112,NA,NA,2023-02-09,4.72738781871234,"0",2023,"Feb",28,860
"405",NA,"ACTUAL","actual",2023-02-10,68,NA,NA,2023-02-10,4.23410650459726,"0",2023,"Feb",28,860
"406",NA,"ACTUAL","actual",2023-02-11,26,NA,NA,2023-02-11,3.29583686600433,"0",2023,"Feb",28,860
"407",NA,"ACTUAL","actual",2023-02-12,26,NA,NA,2023-02-12,3.29583686600433,"US_LincolnsBirthday",2023,"Feb",28,860
"408",NA,"ACTUAL","actual",2023-02-13,109,NA,NA,2023-02-13,4.70048036579242,"0",2023,"Feb",28,860
"409",NA,"ACTUAL","actual",2023-02-14,89,NA,NA,2023-02-14,4.49980967033027,"0",2023,"Feb",28,860
"410",NA,"ACTUAL","actual",2023-02-15,93,NA,NA,2023-02-15,4.54329478227,"0",2023,"Feb",28,860
"411",NA,"ACTUAL","actual",2023-02-16,95,NA,NA,2023-02-16,4.56434819146784,"0",2023,"Feb",28,860
"412",NA,"ACTUAL","actual",2023-02-17,82,NA,NA,2023-02-17,4.4188406077966,"0",2023,"Feb",28,860
"413",NA,"ACTUAL","actual",2023-02-18,50,NA,NA,2023-02-18,3.93182563272433,"0",2023,"Feb",28,860
"414",NA,"ACTUAL","actual",2023-02-19,39,NA,NA,2023-02-19,3.68887945411394,"0",2023,"Feb",28,860
"415",NA,"ACTUAL","actual",2023-02-20,121,NA,NA,2023-02-20,4.80402104473326,"US_PresidentsDay",2023,"Feb",28,860
"416",NA,"ACTUAL","actual",2023-02-21,117,NA,NA,2023-02-21,4.77068462446567,"0",2023,"Feb",28,860
"417",NA,"ACTUAL","actual",2023-02-22,117,NA,NA,2023-02-22,4.77068462446567,"US_WashingtonsBirthday",2023,"Feb",28,860
"418",NA,"ACTUAL","actual",2023-02-23,98,NA,NA,2023-02-23,4.59511985013459,"0",2023,"Feb",28,860
"419",NA,"ACTUAL","actual",2023-02-24,81,NA,NA,2023-02-24,4.40671924726425,"0",2023,"Feb",28,860
"420",NA,"ACTUAL","actual",2023-02-25,72,NA,NA,2023-02-25,4.29045944114839,"0",2023,"Feb",28,860
"421",NA,"ACTUAL","actual",2023-02-26,41,NA,NA,2023-02-26,3.73766961828337,"0",2023,"Feb",28,860
"422",NA,"ACTUAL","actual",2023-02-27,128,NA,NA,2023-02-27,4.85981240436167,"0",2023,"Feb",28,860
"423",NA,"ACTUAL","actual",2023-02-28,115,NA,NA,2023-02-28,4.75359019110636,"0",2023,"Feb",28,860
"424",NA,"ACTUAL","actual",2023-03-01,146,NA,NA,2023-03-01,4.99043258677874,"0",2023,"Mar",31,1556
"425",NA,"ACTUAL","actual",2023-03-02,104,NA,NA,2023-03-02,4.65396035015752,"0",2023,"Mar",31,1556
"426",NA,"ACTUAL","actual",2023-03-03,103,NA,NA,2023-03-03,4.64439089914137,"0",2023,"Mar",31,1556
"427",NA,"ACTUAL","actual",2023-03-04,60,NA,NA,2023-03-04,4.11087386417331,"0",2023,"Mar",31,1556
"428",NA,"ACTUAL","actual",2023-03-05,56,NA,NA,2023-03-05,4.04305126783455,"0",2023,"Mar",31,1556
"429",NA,"ACTUAL","actual",2023-03-06,217,NA,NA,2023-03-06,5.38449506278909,"0",2023,"Mar",31,1556
"430",NA,"ACTUAL","actual",2023-03-07,217,NA,NA,2023-03-07,5.38449506278909,"0",2023,"Mar",31,1556
"431",NA,"ACTUAL","actual",2023-03-08,188,NA,NA,2023-03-08,5.24174701505964,"0",2023,"Mar",31,1556
"432",NA,"ACTUAL","actual",2023-03-09,169,NA,NA,2023-03-09,5.13579843705026,"0",2023,"Mar",31,1556
"433",NA,"ACTUAL","actual",2023-03-10,151,NA,NA,2023-03-10,5.02388052084628,"0",2023,"Mar",31,1556
"434",NA,"ACTUAL","actual",2023-03-11,104,NA,NA,2023-03-11,4.65396035015752,"0",2023,"Mar",31,1556
"435",NA,"ACTUAL","actual",2023-03-12,71,NA,NA,2023-03-12,4.27666611901606,"0",2023,"Mar",31,1556
"436",NA,"ACTUAL","actual",2023-03-13,238,NA,NA,2023-03-13,5.47646355193151,"0",2023,"Mar",31,1556
"437",NA,"ACTUAL","actual",2023-03-14,244,NA,NA,2023-03-14,5.50125821054473,"0",2023,"Mar",31,1556
"438",NA,"ACTUAL","actual",2023-03-15,194,NA,NA,2023-03-15,5.27299955856375,"0",2023,"Mar",31,1556
"439",NA,"ACTUAL","actual",2023-03-16,195,NA,NA,2023-03-16,5.27811465923052,"0",2023,"Mar",31,1556
"440",NA,"ACTUAL","actual",2023-03-17,166,NA,NA,2023-03-17,5.11799381241676,"0",2023,"Mar",31,1556
"441",NA,"ACTUAL","actual",2023-03-18,107,NA,NA,2023-03-18,4.68213122712422,"0",2023,"Mar",31,1556
"442",NA,"ACTUAL","actual",2023-03-19,78,NA,NA,2023-03-19,4.36944785246702,"0",2023,"Mar",31,1556
"443",NA,"ACTUAL","actual",2023-03-20,269,NA,NA,2023-03-20,5.59842195899838,"0",2023,"Mar",31,1556
"444",NA,"ACTUAL","actual",2023-03-21,207,NA,NA,2023-03-21,5.33753807970132,"0",2023,"Mar",31,1556
"445",NA,"ACTUAL","actual",2023-03-22,183,NA,NA,2023-03-22,5.21493575760899,"0",2023,"Mar",31,1556
"446",NA,"ACTUAL","actual",2023-03-23,186,NA,NA,2023-03-23,5.23110861685459,"0",2023,"Mar",31,1556
"447",NA,"ACTUAL","actual",2023-03-24,186,NA,NA,2023-03-24,5.23110861685459,"0",2023,"Mar",31,1556
"448",NA,"ACTUAL","actual",2023-03-25,129,NA,NA,2023-03-25,4.86753445045558,"0",2023,"Mar",31,1556
"449",NA,"ACTUAL","actual",2023-03-26,85,NA,NA,2023-03-26,4.45434729625351,"0",2023,"Mar",31,1556
"450",NA,"ACTUAL","actual",2023-03-27,228,NA,NA,2023-03-27,5.43372200355424,"0",2023,"Mar",31,1556
"451",NA,"ACTUAL","actual",2023-03-28,248,NA,NA,2023-03-28,5.51745289646471,"0",2023,"Mar",31,1556
"452",NA,"ACTUAL","actual",2023-03-29,231,NA,NA,2023-03-29,5.44673737166631,"0",2023,"Mar",31,1556
"453",NA,"ACTUAL","actual",2023-03-30,252,NA,NA,2023-03-30,5.53338948872752,"0",2023,"Mar",31,1556
"454",NA,"ACTUAL","actual",2023-03-31,308,NA,NA,2023-03-31,5.73334127689775,"0",2023,"Mar",31,1556
"455",NA,"ACTUAL","actual",2023-04-01,133,NA,NA,2023-04-01,4.89783979995091,"0",2023,"Apr",30,2764
"456",NA,"ACTUAL","actual",2023-04-02,122,NA,NA,2023-04-02,4.81218435537242,"0",2023,"Apr",30,2764
"457",NA,"ACTUAL","actual",2023-04-03,327,NA,NA,2023-04-03,5.79301360838414,"0",2023,"Apr",30,2764
"458",NA,"ACTUAL","actual",2023-04-04,268,NA,NA,2023-04-04,5.59471137960184,"0",2023,"Apr",30,2764
"459",NA,"ACTUAL","actual",2023-04-05,266,NA,NA,2023-04-05,5.58724865840025,"0",2023,"Apr",30,2764
"460",NA,"ACTUAL","actual",2023-04-06,288,NA,NA,2023-04-06,5.66642668811243,"0",2023,"Apr",30,2764
"461",NA,"ACTUAL","actual",2023-04-07,245,NA,NA,2023-04-07,5.50533153593236,"US_GoodFriday",2023,"Apr",30,2764
"462",NA,"ACTUAL","actual",2023-04-08,181,NA,NA,2023-04-08,5.2040066870768,"0",2023,"Apr",30,2764
"463",NA,"ACTUAL","actual",2023-04-09,85,NA,NA,2023-04-09,4.45434729625351,"0",2023,"Apr",30,2764
"464",NA,"ACTUAL","actual",2023-04-10,353,NA,NA,2023-04-10,5.86929691313377,"0",2023,"Apr",30,2764
"465",NA,"ACTUAL","actual",2023-04-11,319,NA,NA,2023-04-11,5.76832099579377,"0",2023,"Apr",30,2764
"466",NA,"ACTUAL","actual",2023-04-12,339,NA,NA,2023-04-12,5.82894561761021,"0",2023,"Apr",30,2764
"467",NA,"ACTUAL","actual",2023-04-13,304,NA,NA,2023-04-13,5.72031177660741,"0",2023,"Apr",30,2764
"468",NA,"ACTUAL","actual",2023-04-14,322,NA,NA,2023-04-14,5.77765232322266,"0",2023,"Apr",30,2764
"469",NA,"ACTUAL","actual",2023-04-15,197,NA,NA,2023-04-15,5.28826703069454,"0",2023,"Apr",30,2764
"470",NA,"ACTUAL","actual",2023-04-16,143,NA,NA,2023-04-16,4.969813299576,"0",2023,"Apr",30,2764
"471",NA,"ACTUAL","actual",2023-04-17,380,NA,NA,2023-04-17,5.9427993751267,"0",2023,"Apr",30,2764
"472",NA,"ACTUAL","actual",2023-04-18,454,NA,NA,2023-04-18,6.12029741895095,"0",2023,"Apr",30,2764
"473",NA,"ACTUAL","actual",2023-04-19,412,NA,NA,2023-04-19,6.02344759296103,"0",2023,"Apr",30,2764
"474",NA,"ACTUAL","actual",2023-04-20,383,NA,NA,2023-04-20,5.95064255258773,"0",2023,"Apr",30,2764
"475",NA,"ACTUAL","actual",2023-04-21,401,NA,NA,2023-04-21,5.99645208861902,"0",2023,"Apr",30,2764
"476",NA,"ACTUAL","actual",2023-04-22,256,NA,NA,2023-04-22,5.54907608489522,"0",2023,"Apr",30,2764
"477",NA,"ACTUAL","actual",2023-04-23,236,NA,NA,2023-04-23,5.46806014113513,"0",2023,"Apr",30,2764
"478",NA,"ACTUAL","actual",2023-04-24,505,NA,NA,2023-04-24,6.22653666928747,"0",2023,"Apr",30,2764
"479",NA,"ACTUAL","actual",2023-04-25,540,NA,NA,2023-04-25,6.29341927884648,"0",2023,"Apr",30,2764
"480",NA,"ACTUAL","actual",2023-04-26,386,NA,NA,2023-04-26,5.95842469302978,"0",2023,"Apr",30,2764
"481",NA,"ACTUAL","actual",2023-04-27,428,NA,NA,2023-04-27,6.06145691892802,"0",2023,"Apr",30,2764
"482",NA,"ACTUAL","actual",2023-04-28,402,NA,NA,2023-04-28,5.99893656194668,"0",2023,"Apr",30,2764
"483",NA,"ACTUAL","actual",2023-04-29,303,NA,NA,2023-04-29,5.71702770140622,"0",2023,"Apr",30,2764
"484",NA,"ACTUAL","actual",2023-04-30,236,NA,NA,2023-04-30,5.46806014113513,"0",2023,"Apr",30,2764
"485",NA,"ACTUAL","actual",2023-05-01,566,NA,NA,2023-05-01,6.34035930372775,"0",2023,"May",31,3354
"486",NA,"ACTUAL","actual",2023-05-02,648,NA,NA,2023-05-02,6.47543271670409,"0",2023,"May",31,3354
"487",NA,"ACTUAL","actual",2023-05-03,465,NA,NA,2023-05-03,6.14418563412565,"0",2023,"May",31,3354
"488",NA,"ACTUAL","actual",2023-05-04,502,NA,NA,2023-05-04,6.22059017009974,"0",2023,"May",31,3354
"489",NA,"ACTUAL","actual",2023-05-05,487,NA,NA,2023-05-05,6.19031540585315,"0",2023,"May",31,3354
"490",NA,"ACTUAL","actual",2023-05-06,304,NA,NA,2023-05-06,5.72031177660741,"0",2023,"May",31,3354
"491",NA,"ACTUAL","actual",2023-05-07,230,NA,NA,2023-05-07,5.44241771052179,"0",2023,"May",31,3354
"492",NA,"ACTUAL","actual",2023-05-08,539,NA,NA,2023-05-08,6.29156913955832,"0",2023,"May",31,3354
"493",NA,"ACTUAL","actual",2023-05-09,556,NA,NA,2023-05-09,6.32256523992728,"0",2023,"May",31,3354
"494",NA,"ACTUAL","actual",2023-05-10,537,NA,NA,2023-05-10,6.28785856016178,"0",2023,"May",31,3354
"495",NA,"ACTUAL","actual",2023-05-11,536,NA,NA,2023-05-11,6.28599809450886,"0",2023,"May",31,3354
"496",NA,"ACTUAL","actual",2023-05-12,515,NA,NA,2023-05-12,6.24610676548156,"0",2023,"May",31,3354
"497",NA,"ACTUAL","actual",2023-05-13,338,NA,NA,2023-05-13,5.82600010738045,"0",2023,"May",31,3354
"498",NA,"ACTUAL","actual",2023-05-14,189,NA,NA,2023-05-14,5.24702407216049,"0",2023,"May",31,3354
"499",NA,"ACTUAL","actual",2023-05-15,631,NA,NA,2023-05-15,6.44888939414686,"0",2023,"May",31,3354
"500",NA,"ACTUAL","actual",2023-05-16,524,NA,NA,2023-05-16,6.26339826259162,"0",2023,"May",31,3354
"501",NA,"ACTUAL","actual",2023-05-17,472,NA,NA,2023-05-17,6.15909538849193,"0",2023,"May",31,3354
"502",NA,"ACTUAL","actual",2023-05-18,484,NA,NA,2023-05-18,6.18414889093748,"0",2023,"May",31,3354
"503",NA,"ACTUAL","actual",2023-05-19,492,NA,NA,2023-05-19,6.20050917404269,"0",2023,"May",31,3354
"504",NA,"ACTUAL","actual",2023-05-20,294,NA,NA,2023-05-20,5.68697535633982,"0",2023,"May",31,3354
"505",NA,"ACTUAL","actual",2023-05-21,213,NA,NA,2023-05-21,5.36597601502185,"0",2023,"May",31,3354
"506",NA,"ACTUAL","actual",2023-05-22,504,NA,NA,2023-05-22,6.22455842927536,"0",2023,"May",31,3354
"507",NA,"ACTUAL","actual",2023-05-23,463,NA,NA,2023-05-23,6.13988455222626,"0",2023,"May",31,3354
"508",NA,"ACTUAL","actual",2023-05-24,532,NA,NA,2023-05-24,6.27852142416584,"0",2023,"May",31,3354
"509",NA,"ACTUAL","actual",2023-05-25,449,NA,NA,2023-05-25,6.10924758276437,"0",2023,"May",31,3354
"510",NA,"ACTUAL","actual",2023-05-26,470,NA,NA,2023-05-26,6.15485809401642,"0",2023,"May",31,3354
"511",NA,"ACTUAL","actual",2023-05-27,250,NA,NA,2023-05-27,5.52545293913178,"0",2023,"May",31,3354
"512",NA,"ACTUAL","actual",2023-05-28,185,NA,NA,2023-05-28,5.2257466737132,"0",2023,"May",31,3354
"513",NA,"ACTUAL","actual",2023-05-29,330,NA,NA,2023-05-29,5.80211837537706,"US_MemorialDay",2023,"May",31,3354
"514",NA,"ACTUAL","actual",2023-05-30,493,NA,NA,2023-05-30,6.20253551718792,"0",2023,"May",31,3354
"515",NA,"ACTUAL","actual",2023-05-31,442,NA,NA,2023-05-31,6.09356977004514,"0",2023,"May",31,3354
"516",NA,"ACTUAL","actual",2023-06-01,383,NA,NA,2023-06-01,5.95064255258773,"0",2023,"Jun",30,3381
"517",NA,"ACTUAL","actual",2023-06-02,384,NA,NA,2023-06-02,5.95324333428778,"0",2023,"Jun",30,3381
"518",NA,"ACTUAL","actual",2023-06-03,292,NA,NA,2023-06-03,5.68017260901707,"0",2023,"Jun",30,3381
"519",NA,"ACTUAL","actual",2023-06-04,220,NA,NA,2023-06-04,5.39816270151775,"0",2023,"Jun",30,3381
"520",NA,"ACTUAL","actual",2023-06-05,401,NA,NA,2023-06-05,5.99645208861902,"0",2023,"Jun",30,3381
"521",NA,"ACTUAL","actual",2023-06-06,470,NA,NA,2023-06-06,6.15485809401642,"0",2023,"Jun",30,3381
"522",NA,"ACTUAL","actual",2023-06-07,456,NA,NA,2023-06-07,6.12468339089421,"0",2023,"Jun",30,3381
"523",NA,"ACTUAL","actual",2023-06-08,376,NA,NA,2023-06-08,5.93224518744801,"0",2023,"Jun",30,3381
"524",NA,"ACTUAL","actual",2023-06-09,382,NA,NA,2023-06-09,5.94803498918065,"0",2023,"Jun",30,3381
"525",NA,"ACTUAL","actual",2023-06-10,188,NA,NA,2023-06-10,5.24174701505964,"0",2023,"Jun",30,3381
"526",NA,"ACTUAL","actual",2023-06-11,128,NA,NA,2023-06-11,4.85981240436167,"0",2023,"Jun",30,3381
"527",NA,"ACTUAL","actual",2023-06-12,396,NA,NA,2023-06-12,5.98393628068719,"0",2023,"Jun",30,3381
"528",NA,"ACTUAL","actual",2023-06-13,538,NA,NA,2023-06-13,6.289715570909,"0",2023,"Jun",30,3381
"529",NA,"ACTUAL","actual",2023-06-14,415,NA,NA,2023-06-14,6.03068526026126,"0",2023,"Jun",30,3381
"530",NA,"ACTUAL","actual",2023-06-15,355,NA,NA,2023-06-15,5.87493073085203,"0",2023,"Jun",30,3381
"531",NA,"ACTUAL","actual",2023-06-16,376,NA,NA,2023-06-16,5.93224518744801,"0",2023,"Jun",30,3381
"532",NA,"ACTUAL","actual",2023-06-17,189,NA,NA,2023-06-17,5.24702407216049,"0",2023,"Jun",30,3381
"533",NA,"ACTUAL","actual",2023-06-18,118,NA,NA,2023-06-18,4.77912349311153,"0",2023,"Jun",30,3381
"534",NA,"ACTUAL","actual",2023-06-19,373,NA,NA,2023-06-19,5.92425579741453,"US_JuneteenthNationalIndependenceDay",2023,"Jun",30,3381
"535",NA,"ACTUAL","actual",2023-06-20,410,NA,NA,2023-06-20,6.01859321449623,"0",2023,"Jun",30,3381
"536",NA,"ACTUAL","actual",2023-06-21,366,NA,NA,2023-06-21,5.90536184805457,"0",2023,"Jun",30,3381
"537",NA,"ACTUAL","actual",2023-06-22,359,NA,NA,2023-06-22,5.88610403145016,"0",2023,"Jun",30,3381
"538",NA,"ACTUAL","actual",2023-06-23,310,NA,NA,2023-06-23,5.73979291217923,"0",2023,"Jun",30,3381
"539",NA,"ACTUAL","actual",2023-06-24,216,NA,NA,2023-06-24,5.37989735354046,"0",2023,"Jun",30,3381
"540",NA,"ACTUAL","actual",2023-06-25,148,NA,NA,2023-06-25,5.00394630594546,"0",2023,"Jun",30,3381
"541",NA,"ACTUAL","actual",2023-06-26,434,NA,NA,2023-06-26,6.07534603108868,"0",2023,"Jun",30,3381
"542",NA,"ACTUAL","actual",2023-06-27,388,NA,NA,2023-06-27,5.96357934361845,"0",2023,"Jun",30,3381
"543",NA,"ACTUAL","actual",2023-06-28,406,NA,NA,2023-06-28,6.00881318544259,"0",2023,"Jun",30,3381
"544",NA,"ACTUAL","actual",2023-06-29,353,NA,NA,2023-06-29,5.86929691313377,"0",2023,"Jun",30,3381
"545",NA,"ACTUAL","actual",2023-06-30,348,NA,NA,2023-06-30,5.85507192220243,"0",2023,"Jun",30,3381
"546",NA,"ACTUAL","actual",2023-07-01,257,NA,NA,2023-07-01,5.55295958492162,"0",2023,"Jul",31,3130
"547",NA,"ACTUAL","actual",2023-07-02,130,NA,NA,2023-07-02,4.87519732320115,"0",2023,"Jul",31,3130
"548",NA,"ACTUAL","actual",2023-07-03,358,NA,NA,2023-07-03,5.88332238848828,"0",2023,"Jul",31,3130
"549",NA,"ACTUAL","actual",2023-07-04,181,NA,NA,2023-07-04,5.2040066870768,"US_IndependenceDay",2023,"Jul",31,3130
"550",NA,"ACTUAL","actual",2023-07-05,384,NA,NA,2023-07-05,5.95324333428778,"0",2023,"Jul",31,3130
"551",NA,"ACTUAL","actual",2023-07-06,384,NA,NA,2023-07-06,5.95324333428778,"0",2023,"Jul",31,3130
"552",NA,"ACTUAL","actual",2023-07-07,335,NA,NA,2023-07-07,5.8171111599632,"0",2023,"Jul",31,3130
"553",NA,"ACTUAL","actual",2023-07-08,274,NA,NA,2023-07-08,5.61677109766657,"0",2023,"Jul",31,3130
"554",NA,"ACTUAL","actual",2023-07-09,188,NA,NA,2023-07-09,5.24174701505964,"0",2023,"Jul",31,3130
"555",NA,"ACTUAL","actual",2023-07-10,383,NA,NA,2023-07-10,5.95064255258773,"0",2023,"Jul",31,3130
"556",NA,"ACTUAL","actual",2023-07-11,402,NA,NA,2023-07-11,5.99893656194668,"0",2023,"Jul",31,3130
"557",NA,"ACTUAL","actual",2023-07-12,425,NA,NA,2023-07-12,6.05443934626937,"0",2023,"Jul",31,3130
"558",NA,"ACTUAL","actual",2023-07-13,413,NA,NA,2023-07-13,6.02586597382531,"0",2023,"Jul",31,3130
"559",NA,"ACTUAL","actual",2023-07-14,343,NA,NA,2023-07-14,5.8406416573734,"0",2023,"Jul",31,3130
"560",NA,"ACTUAL","actual",2023-07-15,218,NA,NA,2023-07-15,5.3890717298165,"0",2023,"Jul",31,3130
"561",NA,"ACTUAL","actual",2023-07-16,200,NA,NA,2023-07-16,5.30330490805908,"0",2023,"Jul",31,3130
"562",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-17,383.970432153478,249.800052224453,589.917873891837,2023-07-17,NA,"0",NA,NA,NA,NA
"563",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-18,392.345086146542,255.255961259006,602.772712390676,2023-07-18,NA,"0",NA,NA,NA,NA
"564",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-19,369.541624883031,240.399991038658,567.770094730324,2023-07-19,NA,"0",NA,NA,NA,NA
"565",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-20,340.478763677991,221.466154828842,523.159489036719,2023-07-20,NA,"0",NA,NA,NA,NA
"566",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-21,326.54555295407,212.388964256916,501.772435461176,2023-07-21,NA,"0",NA,NA,NA,NA
"567",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-22,205.741144775052,133.687460583608,316.341352771045,2023-07-22,NA,"0",NA,NA,NA,NA
"568",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-23,159.483915393501,103.551859052459,245.337916259391,2023-07-23,NA,"0",NA,NA,NA,NA
"569",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-24,387.11426005544,251.848189266007,594.743553852029,2023-07-24,NA,"0",NA,NA,NA,NA
"570",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-25,407.988376081795,265.447232081488,626.78468540768,2023-07-25,NA,"0",NA,NA,NA,NA
"571",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-26,400.460883668764,260.543230805996,615.230214100461,2023-07-26,NA,"0",NA,NA,NA,NA
"572",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-27,356.609620863569,231.975065349417,547.919862914873,2023-07-27,NA,"0",NA,NA,NA,NA
"573",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-28,335.969467948485,218.528444526964,516.237857600446,2023-07-28,NA,"0",NA,NA,NA,NA
"574",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-29,226.229323897242,147.035073710895,347.790082947737,2023-07-29,NA,"0",NA,NA,NA,NA
"575",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-30,171.111803885258,111.127181200395,263.186370508109,2023-07-30,NA,"0",NA,NA,NA,NA
"576",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-07-31,399.039754564404,259.617395407164,613.048824261826,2023-07-31,NA,"0",NA,NA,NA,NA
"577",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-08-01,396.949991524754,258.255959214392,609.84110172215,2023-08-01,NA,"0",NA,NA,NA,NA
"578",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-08-02,368.65683353482,239.823568285623,566.411966992051,2023-08-02,NA,"0",NA,NA,NA,NA
"579",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-08-03,322.056437630718,209.46440106062,494.881780332958,2023-08-03,NA,"0",NA,NA,NA,NA
"580",1,"H2O AUTOML - STACKEDENSEMBLE","prediction",2023-08-04,309.248991922785,201.120622463278,475.222741727365,2023-08-04,NA,"0",NA,NA,NA,NA
